x4911959_how_would_you_rate_your_ability_to_communicate_statistics_going_into_the_course_please_rate_your_answer_on_a_scale_of_1_an_indicative_of_lowest_ability_to_communicate_in_statistics_to_5_an_indicative_of_highest_ability_to_communicate_in_statistics,x4911960_how_would_you_rate_your_ability_to_communicate_statistics_after_the_course_please_rate_your_answer_on_a_scale_of_1_to_5_where_1_indicates_the_lowest_ability_to_communicate_statistics_and_5_indicates_the_highest_ability_to_communicate_statistics,x4911961_please_explain_your_choice_from_the_previous_question,x4911962_how_would_you_rate_your_ability_to_use_r_statistical_software_going_into_the_course_please_rate_your_answer_on_a_scale_of_1_an_indicative_of_lowest_ability_to_use_to_5_an_indicative_of_highest_ability_to_use,x4911963_how_would_you_rate_your_ability_to_use_r_statistical_software_after_the_course_please_rate_your_answer_on_a_scale_of_1_to_5_where_1_indicates_the_lowest_ability_to_use_r_and_5_indicates_the_highest_ability_to_use_r,x4911964_please_explain_your_choice_from_the_previous_question,x4911996_how_would_you_rate_your_understanding_of_the_statistical_concepts_in_each_module_after_completing_its_weekly_assignment_please_rate_your_answer_on_a_scale_of_1_to_5_where_1_indicates_the_lowest_ability_to_understand_the_statistical_concepts_and_5_indicates_the_highest_ability_to_understand_the_statistical_concepts,x4911966_please_explain_your_choice_from_the_previous_question,x4911965_how_would_you_rate_your_understanding_of_the_statistical_concepts_in_each_module_after_participating_in_its_weekly_tutorial_please_rate_your_answer_on_a_scale_of_1_to_5_where_1_indicates_the_lowest_ability_to_understand_the_statistical_concepts_and_5_indicates_the_highest_ability_to_understand_the_statistical_concepts,x4911999_please_explain_your_choice_from_the_previous_question,x4912006_how_much_attention_did_you_pay_to_ta_feedback_on_your_worksheet_and_on_your_assignment,x4912033_to_what_extent_do_you_agree_with_the_following_statement_the_statistical_examples_illustrated_in_this_course_helped_me_recognize_the_usefulness_relevance_and_value_of_learning_about_and_doing_statistics,x4912034_please_explain_your_choice_from_the_previous_question,x4912046_to_what_extent_do_you_agree_with_the_following_statement_the_infographic_assignment_improved_my_ability_to_communicate_the_ability_to_read_interpret_and_discuss_statistical_informationclearly_and_effectively,x4912035_please_explain_your_choice_from_the_previous_question,x4912152_think_about_your_overall_experience_working_collaboratively_with_other_students_in_this_course_on_the_infographic_assignment_what_aspects_of_this_assignment_did_you_enjoy_working_on_what_challenges_did_you_encounter_and_how_did_you_resolve_them_what_advice_would_you_give_to_future_students_who_will_be_working_on_a_collaborative_assignment_in_a_statistics_course,x4912177_how_has_this_course_contributed_to_your_understanding_of_the_subject_of_statistics_and_how_would_you_describe_your_overall_learning_experience
3,3,"I choose number three because, while I've gotten better at communicating numbers, particularly when it comes to analyzing data and utilizing visual aids, I still have trouble adequately articulating complicated ideas.  To feel completely secure, I need to practice more.",3,3,"I chose the third option because, despite having no prior knowledge of R, I was able to pick up the fundamentals and finish tasks using the program.  Even though I made considerable progress, I still need to gain more confidence and practice using R comfortably on my own. ",4,"After completing the weekly homework, I typically comprehended the ideas.  They made it easier for me to see how the concepts were applied in real life, and even if I sometimes ran into trouble, I could solve the problem with a little more guidance or study. ",4,The tutorials really helped me understand the concepts better. Going over the material with the TA and working through examples made things clearer. ,I read the comments.,Agree,"I agree because the course's examples demonstrated how statistics can be used in practical settings, which gave the material a more relevant and helpful sense.",Agree,I agree because the infographic assignment helped me practice turning statistical information into something that’s easier to understand and more visual.,"I enjoyed working with my group to make the infographic clear and engaging. The main challenge was coordinating schedules, but we solved it by planning ahead and communicating well. My advice to future students is to start early, divide tasks, and stay in touch.",The course improved my understanding of how to apply and interpret statistics in real life. It was sometimes challenging but overall a rewarding and confidence-building experience.
3,4,"I chose 4 because I’ve improved at explaining statistical concepts and using visualizations effectively, but I still see room to grow in communicating more clearly to different audiences.",5,3,"I rated myself a 3 because I’ve learned the basics of using R and can complete standard tasks, but I still need more practice to feel fully confident with more advanced functions and troubleshooting.",4,"I rated 4 because I understood most of the statistical concepts after completing each module’s assignment, but there were a few topics that I found more challenging and required extra review.",3,"I chose 3 because the tutorials helped reinforce some concepts, but I still found a few topics unclear and would’ve benefited from more in-depth explanation or examples.",I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Agree,"I agreed because the course examples showed how statistics apply to real-world situations, which helped me better understand why learning statistical methods is important and how they can be used in practice.",Strongly agree,"I strongly agreed because the infographic assignment helped me practice turning complex statistical information into visuals and explanations that are easy to understand, which really improved my communication skills.","I enjoyed working with my group to design the visual layout and share ideas. The main challenge was coordinating schedules, which we solved with early planning and good communication. My advice is to plan ahead, divide tasks early, and keep in regular contact.",This course helped me build a solid foundation in statistics by combining theory with real-world examples and hands-on practice. My overall learning experience was engaging and practical—I feel more confident analyzing data and applying statistical methods.
1,4,"From the course, I have learned how estimations of a sample are calculated and used to predict patterns of a population using different types of graphs to draw conclusions.
Through our infographic assignment, I learned to the importance of conveying statistical information by using simple language to deliver to the public. Also, I saw how widely applicable Statistic is in different fields and subjects, which makes it so interesting to explore. ",1,3,"I did not know about R studio at all when coming in the course. After the course, I learned to interpret results by running R codes and how the system works. However, I don’t feel confident enough in writing R codes, but with practice, I believe my ability to compute coding will improve. ",4,"The concepts in each module are well explained, accompanied by several examples to aid our understanding. And the assignments are mostly helpful in helping me grasp the concepts.",5,"In tutorials, I can refresh the concepts learned in class and ask any questions to TAs. They are very helpful.",I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,"The diversity of examples in lecture slides, assignments and practice problems allowed me to see the application of statistic in different fields, which allows relevant comparisons and conclusions from sampling and observations of a data set. It is very interesting and motivating to learn. ",Strongly agree,"The infographic allowed me to understand the importance of delivering statistical data using simple language, and in this way communicate the results of an experiment to the public. ","I enjoyed the discussions with my teammates as we are working toward a common goal. The challenges we encounter were mainly in the interpretation of the data and graphs, but we have then resolved by checking out the lecture slides and reaching out to TAs. The advice I will give to future students is to be active and present, since the assignment won’t be completed without team efforts; also to be communicative, ask all your questions and try your best at all times. ","My learning experience has been great, there is lots of support from professors and TAs, alongside with practice problems, lecture slides, guided videos and assignments. The course material is well delivered with clear explanations and examples. I enjoyed the course!"
3,4,"I took MDM4U Data Management in an Ontario high school before University, I so I was already familiar with most of the statistics communication concepts in the course.",1,2,I only know how to import libraries and compile RMD files to PDF. ,3,Doing the module assignment helped me recall knowledge from the lectures so that I understand. But it wasn't much practice for doing the computations myself.,3,I spent a lot of tutorial time copying down the answer.,"I looked at the mark, then if it's lower than expected I look through the comments.",Agree,I agree because I was given many examples in which statistics was applied.,Agree,I learned more statistical tools to help me explain certain concepts more precisely without being too hand-wavey.,"I enjoyed the design process and collaborating with a group.

Problem: I had some difficulty communicating at first, so I organized a group chat.

Advice: Set up ways of communication and assign yourselves tasks so you know what you're doing.","I gained a more in-depth look at statistics that wasn't present in my high school class. I learned concepts that I can use to interpret more data sets.

However, overall, I did not learn as much as I wanted to from a mathematical perspective in a first-year ""statistics"" course."
3,4,"After a semester of study, I have gained more and deeper understanding of the course of Statistics. I have also learned how to apply and calculate various formulas, and use statistical thinking to solve some problems.",3,4,"Before taking this course, I had not systematically and specifically learned about R language and related software applications. Through the weekly assignments, I have gained a deeper understanding of this very useful and intelligent software and gradually started to attempt and learn how to use it.",3,"The topics of the weekly assignments are all very interesting. Through the digital information, images and other materials generated by R software, we not only deepen our understanding of the related formulas but also enhance our comprehension of the statistical concepts.",3,"The weekly tutorial sessions are one of the good opportunities for us to consolidate the knowledge we have learned and to have the chance to inquire about the parts that we haven't fully mastered and understood yet. By completing the work sheets, discussing with friends and classmates, seeking help from the teaching assistants, etc.",I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,This course was the first one that I encountered related statistical concepts during my university period. It was extremely useful and laid a solid foundation for my subsequent related statistical courses.,Agree,"I do agree that the information chart assignment is a very good way to discuss, learn and apply the knowledge with the members together.","The most interesting part is discussing and completing homework together with group members. The challenging aspect is that sometimes people's thoughts and viewpoints may differ, and mutual adjustment and understanding are needed among us. My suggestion is that when dealing with group assignments, one should maintain a positive attitude and keep in touch with group members. One should also be proactive in presenting one's own opinions while respecting others' viewpoints.",This course has enabled me to gain a certain understanding of the related concepts of statistics. The entire semester's study has been an unforgettable experience for me.
4,4,"This course has provided me with a solid understanding of statistical concepts and has helped me explain them clearly and effectively. While I feel proficient, you also recognize there is room for further improvement. ",2,4,the weekly assignments helped me understand the R statistical software,4,the weekly assignments helped me understand the module better,4,"My TA, Jayditya Dev, was very helpful and explained the concepts very well. so, i had no difficulties understood each module well. ",I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Agree,I agree because the statistical concepts taught in this course are very relevant to the world and help us understand real-life problems.,Agree,the infographic assignment helps in understanding the data and conveying your message to the audience with the help of a diagram. which in my opinion is a good way to communicate with the audience and the assignment taught me to do so. ,"I really enjoyed the creative side of designing the infographic and collaborating with my group. A challenge we faced was managing time and responsibilities, but regular communication helped us stay on track. For future students, I’d recommend starting early, staying organized, and making sure everyone contributes.","This course has helped me understand statistics beyond just formulas. I’ve learned how to apply concepts to real-world data and tell meaningful stories with it. The hands-on activities, especially using R and working with visual tools, made the learning process more practical and engaging. Overall, it was a valuable and enjoyable experience that built both my technical and collaborative skills."
1,3,"Before this course, I did not have much experience with statistics. I only did a little bit of statistics work in high school. Now, after the course, I've been exposed to lots of different examples and course material, and I feel that my ability to communicate statistics has improved.",2,2,"Before this course, I had no experience with R at all. However, now after doing the course homework assignments, I feel a bit more comfortable looking at R code. However, I still do not feel like I have the ability to use R to code and do statistical experiments without more practice.",4,"I feel that the assignments really helped with understanding course concepts. Especially, with the weekly work throughs posted, it helped me better grasp the statistical concepts taught in each module.",4,I believe this had the same effect on me as the homework assignments. My TA was able to guide us through the concepts well and explain how to solve problems properly.,I read the comments.,Agree,"The examples given in the course were usually real-world examples. Thus, I was able to see the relevance of doing statistics and how without it our lives would be much harder to grasp and understand.",Agree,"I agree because an infographic requires a certain style and the need for statistical concepts to be communicated clearly. Thus, practicing this helped me improve this ability.","I enjoyed working on the R part of the assignment the most. I enjoyed looking at the Song data and seeing how the statistics turned out. The challenges I encountered was mostly at first trying to get the group organized and everyone familiar with what was happening. It was only resolved after we decided on a platform to use and come together as a group. For future students, I advise that they try as soon as possible to get into contact with their group members and familiarize yourself with the assignment as well.","I think that during my time in this course that I have learnt a lot and had a good learning experience. However, I think the only thing that hindered this was, in my opinion, the large amount of course material and how many slides there were for each module. It took a lot of time to get through each and understand all the concepts."
1,4,"I now know how to interpret statistical tables, specifically, the quartiles, mean, standard deviations, and medians. I also know how to interpret different types of random variables and their distributions. In addition, I can find the proportions of a given event, and use sampling and resampling techniques to find corresponding proportions for those samples. ",1,3,"It was very hard for me navigate the Rstudio platform when I first started the course. However, now, I know how to upload files, import modules, and to export the results of the code through the knit function. ",4,"Each assignment allowed me to apply the content from the modules on my own without the professor telling me all the answers like in lecture, so I was able to better understand each content after doing the assignments.",5,"For each question on the tutorial worksheet, my TA explained the relevant concepts before attempting the problem, which helped me understand the concept better. In addition, all tutorial exercises were related to the weekly assignment, so it gave me reassurance that I was doing everything correctly before submitting my assignments.",I read the comments.,Agree,"All examples in the course were related to real-life examples, which helped me recognize the importance of statistics to find information, and to predict proportions for the future.",Strongly agree,"The infographic assignment made me think deeply about the best way to convey information through the combination of text and images. Through the course module, I was able to learn about how to make infographics, and about some of the right ways and wrong ways to incorporate data, so that I can make mine the best as possible, with information that is easy to understand for everyone.","I enjoyed making the actual infographic, and thinking about what kind of visuals to include. A challenge that I did encounter though before creating the infographic, is thinking about how to extend on the data that we were given, as the only information given to us about the songs were the distribution of their duration and the word cloud of the most used words in the lyrics. We as a group really had to think about what other information could be included so that the infographic does not only contain the statistical analysis. An advice that I would give to future students is to be creative, and try to find interesting things in the data by yourself as well, instead of just relying on the data given. ","Through the assignments in this course, I was able to learn more about how to analyze a given data, and interpret it in the context of the given situation. I enjoyed this course, and I also really liked that the assignments and the examples given in the lectures were realistic, which allowed me to realize the importance of statistical analysis in the real world. "
3,5,"The modules and R activities have made my understand of the concepts in class much stronger. So, I feel as if I can communicate statistic concepts and methods exceptionally well.",1,4,"I knew nothing about R statistical software before this course, and after taking this course, I now understand how R functions very well.",4,"The weekly assignments greatly helped me in understanding on how to apply these statistical concepts, which helped me overall understand them.",4,"The weekly tutorials greatly helped me in understanding on how to apply these statistical concepts, which helped me overall understand them.","I looked at the mark, then if it's lower than expected I look through the comments.",Agree,The statistical examples were very useful in understanding how to use statistics in the real world.,Agree,Infographics are great visual tools and learning how to make one through the assignment improved my ability to communicate through visual media. ,I enjoyed working with other people in the course that I did not have the opportunity to get to know. A challenge we faced was deciding the specific layout we should go for. My advice for future student would be to start early.,"The course greatly contributed to my understand of statistic, and the overall learning experience was fun."
3,4,Feeling that my ability of communcate statistics after the course have imporve.,4,5,"during the course, R is an important software to learn to use so my ability to use R have significantly imporved.",4,Overall concepts in module assignment is unerstandable.,5,Tutorial helped a lot for my understanding of the statistical concepts.,"I looked at the mark, then if it's lower than expected I look through the comments.",Agree,"Since some of the examples illustrated in this course is real life example, so it helped a lot for me the learn statistic better.",Neither agree nor disagree,I choose neither agree and disagree since the infographic part of the assignment can be a little challenging but the R part is very useful.,#NAME?,"Overall is a good experience, especially tutorial hepled a lot on learning or practice the statistic concept"
2,3,"I feel like I can moderately explain simple statical terms such as standard deviation, sample and more.",1,3,Before entering the course I had no idea how R studio worked. After I have a small basic grasp and can somewhat understand what is already there.,3,For the most part after completing the weekly assignment I understood the concepts a little better.,3,"Sometimes the tutorials helped, but sometimes I felt there wasn't enough time to properly understand what was going on.",I took a quick look at the comments at the end.,Agree,I feel like maybe if I wanted to understand the chances of something occurring in real life I could better than before.,Agree,I had to think about how to explain statistical terms without using jargon.,"I am not sure what aspects I enjoyed.

There was a small gap in communication but communicating through external sites made it easier.

I would give the advice to start early, that way you have time to get in touch with everyone.",I learned about how to actually calculate probabilities of slightly more complex scenarios and how to validate probabilities using Z values. I would say the overall experience was good.
3,3,I didnt learn too well since i didnt do enough practice.,5,5,I am used to the every week R assignments.,3,because some times we only had to summarize things not try to understand.,4,TA would explain every question clearly.,"I looked at the mark, then if it's lower than expected I look through the comments.",Neither agree nor disagree,"By learning probability, it didn’t bring up the curiosity of statistic.

 ",Agree,This assignment allows me to chat with teammates and share our thoughts.,"The challenge that we faced was how to use lesser words And more visual pictures, The fun part of this Assignment Was that we get to chat with our teammates. I would recommend the students In the future to be working on this Assignment.",Things before midterm was not that hard to understand and things after the Midterm was harder. I guess statistic it’s just probabilities?
5,4,"The sta107 course gives a really good introduction towards the starting of statistic program, which I could assume that the teaching material are helpful toward getting a better understand on how statistic are used through life. The course is good for me as a new learner in statistic.  ",5,5,"The R code explains how statistic is used in computer science language, which could benefit us in the future. ",5,"The weekly assignment had been really useful for a review for the R code, this would make me better to understand the concept in this course",5,Weekly tutorial had brought me some question that I could review in that way I could get better know on the formula and knowledge.,I read the comments.,Strongly agree,The example of this course is provided clear and better to understand.,Strongly agree,The infographic assignment is to take a closer look at the R code and get better understanding. ,"The part that I had enjoy is writing the R code and find the range of all graph and define at if its symmetric, some challenges might include how to answer properly would be the problem. Some advice that I might give is for them to watch careful where to answer the question.","As I had mention before, the learning object had introduce the meaning of statistic to me, the learning project are all not simple be better for student to understand, I look forward to learn more statistic in the future."
4,5,I learned a lot ,2,2,"Actually，I did not learn a lot of knowledge of R studio,the code on computer.",4,The module is easy for me,4,The module is easy for me,I read the comments.,Agree,The TA help me a lot,Disagree,"I don’t think it help me a lot ,I think there should be more tut and test instead ",Sometime I can not contact my teammates ,This course help a lot to understand what is STA
3,4,"Prior to the course, I was used to looking at statistics from a purely numerical point of view, without really delving into how to interpret it in a practical context, but activities like the homework assignments forced me to communicate statistics without being overly technical and explain my findings' importance under the context of the task in a more reader-friendly way",3,4,"I'm already enrolled in a few computer science courses, and I found R somewhat similar to Python, so it wasn't too hard to understand how to modify the code when needed. However after the course, I did gain a bit of additional understanding of how to read and interpret the tables that were outputted by the R code.",4,"I often started working on the homework before all the lectures for the related week were completed, so I didn't always have the best understanding of the concept when I started, but the homework assignments helped me understand how to interpret statistical concepts, like means and standard deviations,  so I usually ended up with a stronger understanding of the overall statistical concept once I was finished.",4,"The weekly tutorials helped a lot as some of the questions that were covered in the tutorial would help with the given practice questions, so I could have a stronger understanding of the relevant statistical concepts before an assessment. Additionally, if I ever needed clarification for the concepts included in a homework assignment, the TA would always be very helpful.",I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,"Many of the statistical examples included on the slides were real-world examples, so that trait really helped me understand the relevance of each statistical concept as it was introduced. To add on to this, the homework assignments were also usually based on a real-life event, so that helped me easily understand the concepts' usefulness.",Agree,"Sometimes, a few group members would not communicate very much, but the ones who did helped me narrow down what statistical information would be most important to a wider audience. Furthermore, as the infographic had a word limit, we had to improve our ability to concisely explain the importance of our statistical finding to someone who may not have that strong of a statistical background.","I really enjoyed picking and choosing which statistics would be the most interesting to display, and playing around with the visual layout of the infographic. Some challenges I encountered were certain group members not communicating very much when me and other group members reached out, but that was easily resolved after we discussed the situation with our TA.  Honestly, I would advise any future student to get started on the assignment as early as possible so they have as much as time as possible to put together an effective infographic, and resolve any conflicts if they arise.","Overall, I think I gained a deeper understanding of how to actually interpret the significance of a given statistic under a practical, real-life context, and learnt how to communicate my findings in a way that was easily understandable by others. Furthermore, I think I increased my speed at effectively calculating statistical values, like standard deviations and expected values, which was always a big help. Though I believe that this course demands a lot of involvement in terms of homework assignments and tutorials, I would describe my overall experience as enjoyable and I find this course very helpful in terms of learning basic and essential statistical concepts."
2,4,"Going into this course I knew very minimal statistics terminology, knowing only the basics like mean, probabily, odds, etc. After taking the course I've exapnded this knowledge, and can describe terms like standard deviation, variance, confidence intervals, and various more.",1,4,"Going into this course I didn't know what R software was nor how to use it. After taking this course, it's taught me how to apply my various newfound statistical knowledge to compute, graph, and display various statistics from a wide range of data sets. ",4,"I believe that the assignments help me greatly with my understanding. Working on an assignment that tests my knowledge of a certain skill will reinforce the concept in my mind and help me know I'm on the right page. Furthermore, if there's something I don't understand on the assignment I know what gaps in my understanding I have to study.",4,"Much like the assignments, I believe that the tutorials helped my strengthen my understanding as well. Not only did it reinforce my knowledge, but if I didn't understand a concept I had my TA and my peers to help me work through it together.","I looked at the mark, then if it's lower than expected I look through the comments.",Strongly agree,"I believe that the statistical examples helped me to understand the usefulness of statistics in real life. I often find people asking ""what use is this in the 'real world'"" in concerns to mathematical fields, so having real world examples to work on is incredibly useful and shows the practicality of statistics in my daily life. ",Strongly agree,"I like the infographic activity because it again showed the usefulness of statistics in real life applications. Using the data we gained from the discussion post and being able to filter out the relevant information, and then present it in a way that the public would be interested in is interesting and valuable in many professional settings. ","I enjoyed working on the information aspects of the infographic, as everyone's opinions on what could be generalized or used was shown clearly in our project. Our end product ended up being a collaboration of all of our opinions, voices, and understanding of the course content.

A challenge that we encountered was how to make the infographic's visuals appealing. Since we all had different ideas of how to format it, we chose something we all agreed looked nice, instead of what we believed looked the best.

Advice I would give to future students who will be working on a collaborative assingment in a statistics course is to communicate effectively with your peers so that nobody will have to take on an unreasonable work load nor rush the work last minute. ",This course has heightened my understanding of the subject of statistics. It has done so by teaching me new concepts and exemplifying these new concepts in my daily life. I would describe my overall learning experience as enjoyable.
3,4,I think I am doing pretty well.,2,3,I think I am not doing pretty well. The LEC is hard to understand,3,I think I am doing pretty well. I reach high mark for assignment.,5,My tut is so nice which help me a lot.,I didn't read the comments.,Agree,It show really clearly how stats work.,Strongly disagree,It is hard to understand actually,I love to work with my friend and it help me how to learn stats.,It is really cool
5,5,不,5,5,NA,5,NA,5,NA,I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,NA,Strongly agree,NA,NA,NA
2,4,"This is the first statistics course I've taken, I only had some basic knowledge coming into this course.",1,4,"I've never used R, while I know how to interrupt R code now I doubt I could produce something from scratch.",4,They mostly cleared up any confusion I had by making me analyze a real life example. ,5,"I found the tutorials really helpful, it was easier to understand the process of solving questions than in lectures.",I read the comments.,Agree,I found most of the examples to e pretty clear and straight forward.,Neither agree nor disagree,"I think the assignment would be better as a single or partners project, with so many people working on the poster it was harder to focus on the actual statistics side of it rather than just coordinating schedules. ","It was fun to make a nice looking infographic and to find a way to represent data into a tidy format. I didn't really like the group aspect of it, it was difficult to arrange as everyone is quite busy towards the end of the semester and working collectively can be a challenge.","As this is the only statistics class I've taken, this course is all of my knowledge on statistics. "
5,5,"From this course I learnt more new things in statistics, which helps me a lot to deeper understand the statistics ",4,3,"With the guidance from the professor, I can understand the R code, but when I code after class, I find a little bit difficult to understand. I think the video of some assignment is pretty useful!",5,"The weekly assignment is pretty helpful for me to understand each module, it just like a review. I can better understand which part I have mastered well and which part is relatively weak.",5,"The worksheet for each class can help me consolidate my knowledge very well, and the ta’s explanation is very easy to understand and comprehend!",I read the comments.,Strongly agree,It sparked my interest in statistics and made me understand the importance off statistics in the life!,Agree,"I have learnt a lot of professional terminology in statistics, which helps me better understand the reading and also improve my communication skills in statistics.","1, the aspect of this assignment I enjoy is sharing different ideas with group members, I can learn more new perspectives and things I haven’t considered before and I can learn different people’s thoughts, which I think is pretty interesting!

 

2, The challenge is creating the infographic at the beginning. Since it is new to everyone in my group, so we had no idea where to start at the beginning. Then we reread all the sources posted on the Quercus and discuss with each other.

 

3, start early! Therefore we will have more time to prepare instead off rushing to finish.","This course laid a solid foundation for me in understanding statistics. I think the experience is pretty good! This learning pace is very comfortable, the lecture was also very detailed in class. Overall, the class is awesome!"
3,4,"I have been able to improve my group discussion in tut, and in this team activity, I communicated with my teammates",3,4,I am not that proficient in R language. I feel that the course focuses more on statistical knowledge.,4,The homework is very helpful and plays a big role in understanding the content of this week's study.,4,"I have been able to improve my group discussion in tut, and in this team activity, I communicated with my teammates",I read the comments.,Strongly agree,"I chose ""Strongly Agree"" because the statistical examples in the course helped me understand statistical concepts more intuitively and apply them to analyze correlation and value issues, which improved my learning outcomes.",Agree,"I chose “agree” because the infographic assignment taught me how to clearly express statistical results using images, and also trained my ability to interpret and discuss charts.","I enjoyed the data analysis and chart design part of this assignment because it was both logical and creative to transform statistical knowledge into intuitive visual information.

The main challenge we encountered was inconsistent schedules among team members and low communication efficiency. We collaborated by using shared documents and regular online meetings and successfully completed the assignment.

I recommend that future students start dividing the work as early as possible, clarify everyone's responsibilities, and maintain timely communication, so that collaborative assignments can be completed more efficiently.","This course helped me gain a deeper understanding of the basic concepts and practical applications of statistics by combining real-life cases, chart analysis, and group work tasks. I not only learned how to calculate and interpret data, but also how to evaluate the relationship between data and effectively communicate statistical information. In the overall learning process, I gradually went from being unfamiliar with statistics to understanding and being proficient in it, which improved my logical thinking and data literacy. The course content was practical, and the tasks were challenging but also very rewarding."
4,4,"Assuming that 3 is the avg a student, I placed myself at a 4 mostly because I gained a lot of knowledge regarding statistics from this course.",2,2,"In this course, the only thing I have manipulated in R is seed number and some strings so I am not very confident in my abilities regarding R. I have slightly dabbled with a ""data"" language prior to the course so I'm not totally lost(that would be a 1)",4,The assignments are well-crafted in terms of teaching one a certain topic regarding stats. Not a 5 because after each assignment I wouldn't have fully mastered the topic and will have to go back and read more about it later.,4,"Each tutorial is a great rundown on the topic with excellently prepared questions, it is certainly greatly educational, however it doesn't exactly drill enlightenment into someone(that would be a 5).",I took a quick look at the comments at the end.,Strongly agree,"The examples do indeed show the usefulness, relevance, and value in learning and doing statistics.",Agree,In a lot of ways the infographic assignment has boosted my ability to communicate statistical information.,"I enjoyed piecing together the data in a way in which it flows and is presented in a alluring way.

 

A challenge I encountered would be coordinating the group. I resolved this issue by setting up some meetings and set the project up in a way in which it allowed for asynchronous work to be done.

 

An advice I would give to future students who will be working on a collaborative assignment in a statistics course would be to be available(as much as feasible).",This course has contributed a great amount to my understand of the subject of statistics. The overall learning experience is very smooth compared to a lot of other courses.
5,5,learned lots of concept,5,2,I just can understand some simple lines.,5,really easy homework,4,TA is not good unfortunately.,"I looked at the mark, then if it's lower than expected I look through the comments.",Strongly agree,really useful,Agree,too complex to complete,"when we click ""run all"" at the beginning, there are so many errors shown, like ""sth is not found"", and we learned some R knowledge to figure it.","not good experience. Because the professor spend too much time on coding in the lectures, but we do not need it in exam. Gradually, I dont wanna attend lectures."
1,4,"I had never taken any statistics courses prior to this course (I did not take data management in high school), so I had little to no ability to communicate statistics. However, the homework assignments and tutorials helped me develop how to analyze and interpret statistics better.",1,3,"I had never used R before this course. This course was my first exposure and introduction to R. By the end of the course, I've developed adequate skills to decently understand R-scripts, and good skills at reading R outputs.",4,"Sometimes the lecture material can be hard to digest (especially in the later modules such as modules 8, 9, and 10), but the weekly homework assignments help me visualize and piece information in a logical manner such that I can solidify and apply what I learned during lecture while clearing any misunderstanding. The majority of the time, I had lecture slides and practice question solutions open in the background while I completed the homework assignments so that I could refer to them and better understand how everything connected. ",4,"I'd usually try to start a rough draft of weekly assignments before tutorials happen, and the tutorials would cover similar questions that the weekly assignments simulate. Hence, the tutorials have really helped me better understand weekly assignments and thus the course modules. Moreover, my TA, John, did a good job explaining in-depth how to set up each question such that we'd be successful in answering the worksheet. Lastly, some tutorials provided extra examples that apply the ""harder"" concepts of modules in a more comprehensive and digestible way. ",I always made sure to read all the comments and to talk to the TA if anything isn't clear.,Strongly agree,"It was interesting to see how statistics can be used to model so many real-life situations. Especially in the later modules, I recognized how useful statistics is to finding solutions to very serious situations ",Strongly agree,The infographic made me really think about how to interpret answers such that it is digestible for the average viewer who has little to no knowledge on statisitcs.,"I like the creative aspect of the assignment. I feel like it was a nice break and final assignment that differed from the more logical and rigorous weekly assignments 

some challenges that occur was the planning and splitting up of the workload. It was a little difficult to communicate the ideas we all had for the infographic and try to incorporate the best of our ideas such that everyone felt like they contributed fairly

try to team up with people you know (even if you've only talked to them a few times). Communication is a crucial component of this assignment. Hence, being able to communicate easily can help the process run more smoothly","This course has definitely increased my appreciation for the subject of statistics and the rigor that is behind it. Due to this, I was more compelled to learn more. I attended every lecture, and that definitely helped my understanding since I got to listen to more in-depth explanations of the ""why"" behind the computations. Overall, my experience was good; I was challenged yet still engaged and interested."
1,4,This is the first statistics course I have ever taken. I enjoyed it and also feel more confident in my knowledge in the subject now.,1,3,"Although I still feel uncertain about my proficiency in using R, I am happy with the exposure I’ve gained. This has allowed me to grasp its various use cases and understand the basics of writing R code.",3,"The assignments were  useful in reinforcing what I learnt from the week, but I found the tutorials more helpful.",4,"Tutorial were very helpful in reviewing the weeks content, even if I was behind.",I took a quick look at the comments at the end.,Strongly agree,The examples we saw helped highlight for me the importance of statistics in interpreting and making sense of data.,Strongly agree,I strongly agree. Creating the infographic forced me to think critically about what each data point actually meant and how to present it in a way that tells a clear story. I had to decide which details were essential and which would just confuse our audience.,"I  enjoyed brainstorming visualizations with my group. Debating which charts would best show our findings was actually fun! 

The biggest challenge was coordinating schedules. We ended up creating a shared Google doc where we could work asynchronously and leave comments. 

For future students: start early and divide tasks based on strengths. Some people are better at data analysis while others at visual design. ","This course shifted how I view data in everyday life. Before, I'd just accept statistics at face value, but now I automatically question sample sizes and look for potential biases.

I feel a lot more comfortable exploring data on my own and can actually explain statistical concepts to others without getting confused myself."
2,3,Was not comfortable in my skills even after the course content,2,2,"Did not really need to use R, specifically write any R code but it was easy to understand ",2,The homework assignments and the tutorial worksheets helped a lot with understanding the material,3,Same as answer above,I read the comments.,Agree,The illustrations were very helpful when comparing to calculations,Neither agree nor disagree,"It was nice to work with others and help each other with statistics, but it did not really change the ability a significant amount","* Group work

* Effecive teamwork skills

* Not many challenges

* Just work on the assignment together; if you dislike group work that much, just get I over with so everyone can move on. Don't  ghost ur classmates",n/a
